马太福音1:1	　亚伯拉罕的后裔，大卫的子孙，耶稣基督的家谱：
罗马书9:5	　列祖就是他们的祖宗；按肉体说，基督也是从他们出来的。他是在万有之上，永远可称颂的神。阿们！
罗马书9:6	　这不是说神的话落了空。因为从以色列生的不都是以色列人，
罗马书9:7	　也不因为是亚伯拉罕的后裔就都作他的儿女；唯独从以撒生的，才要称为你的后裔。
罗马书9:8	　这就是说，肉身所生的儿女不是神的儿女；唯独那应许的儿女才算是后裔。
罗马书9:9	　因为所应许的话是这样说：到明年这时候我要来，撒拉必生一个儿子。
罗马书9:10	　不但如此，还有利百加，既从一个人，就是从我们的祖宗以撒怀了孕，
罗马书9:11	　（双子还没有生下来，善恶还没有做出来，只因要显明神拣选人的旨意，不在乎人的行为，乃在乎召人的主。）
罗马书9:12	　神就对利百加说：将来大的要服事小的。
罗马书9:13	　正如经上所记：雅各是我所爱的；以扫是我所恶的。
罗马书9:14	　这样，我们可说什么呢？难道神有什么不公平吗？断乎没有！
罗马书9:15	　因他对摩西说：我要怜悯谁就怜悯谁，要恩待谁就恩待谁。
罗马书9:16	　据此看来，这不在乎那定意的，也不在乎那奔跑的，只在乎发怜悯的神。
罗马书9:17	　因为经上有话向法老说：我将你兴起来，特要在你身上彰显我的权能，并要使我的名传遍天下。
罗马书9:18	　如此看来，神要怜悯谁就怜悯谁，要叫谁刚硬就叫谁刚硬。
罗马书9:19	　这样，你必对我说：他为什么还指责人呢？有谁抗拒他的旨意呢？
罗马书9:20	　你这个人哪，你是谁，竟敢向神强嘴呢？受造之物岂能对造他的说，你为什么这样造我呢？
罗马书9:21	　窑匠难道没有权柄从一团泥里拿一块做成贵重的器皿，又拿一块做成卑贱的器皿吗？
罗马书9:22	　倘若神要显明他的忿怒，彰显他的权能，就多多忍耐宽容那可怒、预备遭毁灭的器皿，
罗马书9:23	　又要将他丰盛的荣耀彰显在那蒙怜悯、早预备得荣耀的器皿上。
罗马书9:24	　这器皿就是我们被神所召的，不但是从犹太人中，也是从外邦人中。这有什么不可呢？
罗马书9:25	　就像神在何西阿书上说：那本来不是我子民的，我要称为我的子民；本来不是蒙爱的，我要称为蒙爱的。
罗马书9:26	　从前在什么地方对他们说，你们不是我的子民，将来就在那里称他们为永生神的儿子。
罗马书9:27	　以赛亚指着以色列人喊着说：以色列人虽多如海沙，得救的不过是剩下的余数；
罗马书9:28	　因为主要在世上施行他的话，叫他的话都成全，速速地完结。
罗马书9:29	　又如以赛亚先前说过：若不是万军之主给我们存留余种，我们早已像所多玛、蛾摩拉的样子了。
罗马书9:30	　这样，我们可说什么呢？那本来不追求义的外邦人反得了义，就是因信而得的义。
罗马书9:31	　但以色列人追求律法的义，反得不着律法的义。
罗马书9:32	　这是什么缘故呢？是因为他们不凭着信心求，只凭着行为求；他们正跌在那绊脚石上。
罗马书9:33	　就如经上所记：我在锡安放一块绊脚的石头，跌人的磐石；信靠他的人必不至于羞愧。
罗马书10:1	　弟兄们，我心里所愿的，向神所求的，是要以色列人得救。
罗马书10:2	　我可以证明他们向神有热心，但不是按着真知识；
罗马书10:3	　因为不知道神的义，想要立自己的义，就不服神的义了。
罗马书10:4	　律法的总结就是基督，使凡信他的都得着义。
罗马书10:5	　摩西写着说：人若行那出于律法的义，就必因此活着。
罗马书10:6	　唯有出于信心的义如此说：你不要心里说，谁要升到天上去呢？就是要领下基督来；
罗马书10:7	　谁要下到阴间去呢？就是要领基督从死里上来。
罗马书10:8	　他到底怎么说呢？他说：这道离你不远，正在你口里，在你心里；就是我们所传信主的道。
罗马书10:9	　你若口里认耶稣为主，心里信神叫他从死里复活，就必得救。
罗马书10:10	　因为人心里相信，就可以称义；口里承认，就可以得救。
罗马书10:11	　经上说：凡信他的人必不至于羞愧。
罗马书10:12	　犹太人和希腊人并没有分别；因为众人同是一位主，他也厚待一切求告他的人。
罗马书10:13	　因为凡求告主名的就必得救。
罗马书10:14	　然而，人未曾信他，怎能求他呢？未曾听见他，怎能信他呢？没有传道的，怎能听见呢？
罗马书10:15	　若没有奉差遣，怎能传道呢？如经上所记：报福音、传喜信的人，他们的脚踪何等佳美！
罗马书10:16	　只是人没有都听从福音，因为以赛亚说：主啊，我们所传的有谁信呢？
罗马书10:17	　可见信道是从听道来的，听道是从基督的话来的。
罗马书10:18	　但我说，人没有听见吗？诚然听见了。他们的声音传遍天下；他们的言语传到地极。
罗马书10:19	　我再说，以色列人不知道吗？先有摩西说：我要用那不成子民的，惹动你们的愤恨；我要用那无知的民，触动你们的怒气。
罗马书10:20	　又有以赛亚放胆说：没有寻找我的，我叫他们遇见；没有访问我的，我向他们显现。
罗马书10:21	　至于以色列人，他说：我整天伸手招呼那悖逆顶嘴的百姓。
罗马书11:1	　我且说，神弃绝了他的百姓吗？断乎没有！因为我也是以色列人，亚伯拉罕的后裔，属便雅悯支派的。
罗马书11:2	　神并没有弃绝他预先所知道的百姓。你们岂不晓得经上论到以利亚是怎么说的呢？他在神面前怎样控告以色列人，说：
罗马书11:3	　主啊，他们杀了你的先知，拆了你的祭坛，只剩下我一个人；他们还要寻索我的命。
罗马书11:4	　神的回话是怎么说的呢？他说：我为自己留下七千人，是未曾向巴力屈膝的。
罗马书11:5	　如今也是这样，照着拣选的恩典，还有所留的余数。
罗马书11:6	　既是出于恩典，就不在乎行为；不然，恩典就不是恩典了。
罗马书11:7	　这是怎么样呢？以色列人所求的，他们没有得着，唯有蒙拣选的人得着了；其余的就成了顽梗不化的。
罗马书11:8	　如经上所记：神给他们昏迷的心，眼睛不能看见，耳朵不能听见，直到今日。
罗马书11:9	　大卫也说：愿他们的筵席变为网罗，变为机槛，变为绊脚石，作他们的报应。
罗马书11:10	　愿他们的眼睛昏蒙，不得看见；愿你时常弯下他们的腰。
罗马书11:11	　我且说，他们失脚是要他们跌倒吗？断乎不是！反倒因他们的过失，救恩便临到外邦人，要激动他们发愤。
罗马书11:12	　若他们的过失为天下的富足，他们的缺乏为外邦人的富足，何况他们的丰满呢？
罗马书11:13	　我对你们外邦人说这话；因我是外邦人的使徒，所以敬重我的职分，
罗马书11:14	　或者可以激动我骨肉之亲发愤，好救他们一些人。
罗马书11:15	　若他们被丢弃，天下就得与神和好，他们被收纳，岂不是死而复生吗？
罗马书11:16	　所献的新面若是圣洁，全团也就圣洁了；树根若是圣洁，树枝也就圣洁了。
罗马书11:17	　若有几根枝子被折下来，你这野橄榄得接在其中，一同得着橄榄根的肥汁，
罗马书11:18	　你就不可向旧枝子夸口；若是夸口，当知道不是你托着根，乃是根托着你。
罗马书11:19	　你若说，那枝子被折下来，是特为叫我接上。
罗马书11:20	　不错！他们因为不信，所以被折下来；你因为信，所以立得住；你不可自高，反要惧怕。
罗马书11:21	　神既不爱惜原来的枝子，也必不爱惜你。
罗马书11:22	　可见神的恩慈和严厉向那跌倒的人是严厉的，向你是有恩慈的，只要你长久在他的恩慈里；不然，你也要被砍下来。
罗马书11:23	　而且他们若不是长久不信，仍要被接上，因为神能够把他们重新接上。
罗马书11:24	　你是从那天生的野橄榄上砍下来的，尚且逆着性得接在好橄榄上，何况这本树的枝子，要接在本树上呢！
罗马书11:25	　弟兄们，我不愿意你们不知道这奥秘（恐怕你们自以为聪明），就是以色列人有几分是硬心的，等到外邦人的数目添满了，
罗马书11:26	　于是以色列全家都要得救。如经上所记：必有一位救主从锡安出来，要消除雅各家的一切罪恶。
罗马书11:27	　又说：我除去他们罪的时候，这就是我与他们所立的约。
罗马书11:28	　就着福音说，他们为你们的缘故是仇敌；就着拣选说，他们为列祖的缘故是蒙爱的。
罗马书11:29	　因为神的恩赐和选召是没有后悔的。
罗马书11:30	　你们从前不顺服神，如今因他们的不顺服，你们倒蒙了怜恤。
罗马书11:31	　这样，他们也是不顺服，叫他们因着施给你们的怜恤，现在也就蒙怜恤。
罗马书11:32	　因为神将众人都圈在不顺服之中，特意要怜恤众人。
罗马书11:33	　深哉，神丰富的智慧和知识！他的判断何其难测！他的踪迹何其难寻！
罗马书11:34	　谁知道主的心？谁作过他的谋士呢？
罗马书11:35	　谁是先给了他，使他后来偿还呢？
罗马书11:36	　因为万有都是本于他，倚靠他，归于他。愿荣耀归给他，直到永远。阿们！
罗马书12:1	　弟兄们，我以神的慈悲劝你们，将身体献上，当作活祭，是圣洁的，是神所喜悦的；你们如此事奉乃是理所当然的。
罗马书12:2	　不要效法这个世界，只要心意更新而变化，叫你们察验何为神的善良、纯全、可喜悦的旨意。
罗马书12:3	　我凭着所赐我的恩对你们各人说：不要看自己过于所当看的；要照着神所分给各人信心的大小，看得合乎中道。
罗马书12:4	　正如我们一个身子上有好些肢体，肢体也不都是一样的用处。
罗马书12:5	　我们这许多人，在基督里成为一身，互相联络作肢体，也是如此。
罗马书12:6	　按我们所得的恩赐，各有不同。或说预言，就当照着信心的程度说预言；
罗马书12:7	　或作执事，就当专一执事；或作教导的，就当专一教导；
罗马书12:8	　或作劝化的，就当专一劝化；施舍的，就当诚实；治理的，就当殷勤；怜悯人的，就当甘心。
罗马书12:9	　爱人不可虚假。恶，要厌恶；善，要亲近。
罗马书12:10	　爱弟兄，要彼此亲热；恭敬人，要彼此推让。
罗马书12:11	　殷勤，不可懒惰；要心里火热，常常服事主。
罗马书12:12	　在指望中要喜乐；在患难中要忍耐；祷告要恒切。
罗马书12:13	　圣徒缺乏要帮补；客要一味地款待。
罗马书12:14	　逼迫你们的，要给他们祝福；只要祝福，不可咒诅。
罗马书12:15	　与喜乐的人要同乐；与哀哭的人要同哭。
罗马书12:16	　要彼此同心；不要志气高大，倒要俯就卑微的人；不要自以为聪明；
罗马书12:17	　不要以恶报恶；众人以为美的事要留心去做。
罗马书12:18	　若是能行，总要尽力与众人和睦。
罗马书12:19	　亲爱的弟兄，不要自己伸冤，宁可让步，听凭主怒；因为经上记着：主说，伸冤在我，我必报应。
罗马书12:20	　所以，你的仇敌若饿了，就给他吃；若渴了，就给他喝；因为你这样行就是把炭火堆在他的头上。
罗马书12:21	　你不可为恶所胜，反要以善胜恶。
罗马书13:1	　在上有权柄的，人人当顺服他，因为没有权柄不是出于神的。凡掌权的都是神所命的。
罗马书13:2	　所以，抗拒掌权的就是抗拒神的命；抗拒的必自取刑罚。
罗马书13:3	　作官的原不是叫行善的惧怕，乃是叫作恶的惧怕。你愿意不惧怕掌权的吗？你只要行善，就可得他的称赞；
罗马书13:4	　因为他是神的用人，是与你有益的。你若作恶，却当惧怕，因为他不是空空地佩剑；他是神的用人，是伸冤的，刑罚那作恶的。
罗马书13:5	　所以，你们必须顺服，不但是因为刑罚，也是因为良心。
罗马书13:6	　你们纳粮，也为这个缘故；因他们是神的差役，常常特管这事。
罗马书13:7	　凡人所当得的，就给他。当得粮的，给他纳粮；当得税的，给他上税；当惧怕的，惧怕他；当恭敬的，恭敬他。
罗马书13:8	　凡事都不可亏欠人，唯有彼此相爱，因为爱人的就完全了律法。
罗马书13:9	　像那不可奸淫，不可杀人，不可偷盗，不可贪婪，或有别的诫命，都包在爱人如己这一句话之内了。
罗马书13:10	　爱是不加害与人的，所以爱就完全了律法。
罗马书13:11	　再者，你们晓得，现今就是该趁早睡醒的时候；因为我们得救，现今比初信的时候更近了。
罗马书13:12	　黑夜已深，白昼将近。我们就当脱去暗昧的行为，带上光明的兵器。
罗马书13:13	　行事为人要端正，好像行在白昼。不可荒宴醉酒；不可好色邪荡；不可争竞嫉妒。
罗马书13:14	　总要披戴主耶稣基督，不要为肉体安排，去放纵私欲。
罗马书14:1	　信心软弱的，你们要接纳，但不要辩论所疑惑的事。
罗马书14:2	　有人信百物都可吃；但那软弱的，只吃蔬菜。
罗马书14:3	　吃的人不可轻看不吃的人；不吃的人不可论断吃的人；因为神已经收纳他了。
罗马书14:4	　你是谁，竟论断别人的仆人呢？他或站住或跌倒，自有他的主人在；而且他也必要站住，因为主能使他站住。
罗马书14:5	　有人看这日比那日强；有人看日日都是一样。只是各人心里要意见坚定。
罗马书14:6	　守日的人是为主守的。吃的人是为主吃的，因他感谢神；不吃的人是为主不吃的，也感谢神。
罗马书14:7	　我们没有一个人为自己活，也没有一个人为自己死。
罗马书14:8	　我们若活着，是为主而活；若死了，是为主而死。所以，我们或活或死，总是主的人。
罗马书14:9	　因此，基督死了，又活了，为要作死人并活人的主。
罗马书14:10	　你这个人，为什么论断弟兄呢？又为什么轻看弟兄呢？因我们都要站在神的台前。
罗马书14:11	　经上写着：主说，我凭着我的永生起誓，万膝必向我跪拜，万口必向我承认。
罗马书14:12	　这样看来，我们各人必要将自己的事在神面前说明。
罗马书14:13	　所以，我们不可再彼此论断，宁可定意谁也不给弟兄放下绊脚跌人之物。
罗马书14:14	　我凭着主耶稣确知深信，凡物本来没有不洁净的；唯独人以为不洁净的，在他就不洁净了。
罗马书14:15	　你若因食物叫弟兄忧愁，就不是按着爱人的道理行。基督已经替他死，你不可因你的食物叫他败坏。
罗马书14:16	　不可叫你的善被人毁谤；
罗马书14:17	　因为神的国不在乎吃喝，只在乎公义、和平，并圣灵中的喜乐。
罗马书14:18	　在这几样上服事基督的，就为神所喜悦，又为人所称许。
罗马书14:19	　所以，我们务要追求和睦的事与彼此建立德行的事。
罗马书14:20	　不可因食物毁坏神的工程。凡物固然洁净，但有人因食物叫人跌倒，就是他的罪了。
罗马书14:21	　无论是吃肉，是喝酒，是什么别的事，叫弟兄跌倒，一概不做才好。
罗马书14:22	　你有信心，就当在神面前守着。人在自己以为可行的事上能不自责，就有福了。
罗马书14:23	　若有疑心而吃的，就必有罪，因为他吃不是出于信心；凡不出于信心的都是罪。
罗马书15:1	　我们坚固的人应该担代不坚固人的软弱，不求自己的喜悦。
罗马书15:2	　我们各人务要叫邻舍喜悦，使他得益处，建立德行。
罗马书15:3	　因为基督也不求自己的喜悦，如经上所记：辱骂你人的辱骂都落在我身上。
罗马书15:4	　从前所写的经文都是为教导我们写的，叫我们因经文所生的忍耐和安慰，可以得着盼望。
罗马书15:5	　但愿赐忍耐安慰的神叫你们彼此同心，效法基督耶稣，
罗马书15:6	　一心一口荣耀神，我们主耶稣基督的父！
罗马书15:7	　所以，你们要彼此接纳，如同基督接纳你们一样，使荣耀归与神。
罗马书15:8	　我说，基督是为神真理作了受割礼人的执事，要证实所应许列祖的话，
罗马书15:9	　并叫外邦人因他的怜悯荣耀神。如经上所记：因此，我要在外邦中称赞你，歌颂你的名。
罗马书15:10	　又说：你们外邦人当与主的百姓一同欢乐。
罗马书15:11	　又说：外邦啊，你们当赞美主！万民哪，你们都当颂赞他！
罗马书15:12	　又有以赛亚说：将来有耶西的根，就是那兴起来要治理外邦的；外邦人要仰望他。
罗马书15:13	　但愿使人有盼望的神，因信将诸般的喜乐、平安充满你们的心，使你们借着圣灵的能力，大有盼望！
罗马书15:14	　弟兄们，我自己也深信你们是满有良善，充足了诸般的知识，也能彼此劝诫。
罗马书15:15	　但我稍微放胆写信给你们，是要提醒你们的记性，特因神所给我的恩典，
罗马书15:16	　使我为外邦人作基督耶稣的仆役，作神福音的祭司，叫所献上的外邦人，因着圣灵成为圣洁，可蒙悦纳。
罗马书15:17	　所以论到神的事，我在基督耶稣里有可夸的。
罗马书15:18	　除了基督借我做的那些事，我什么都不敢提，只提他借我言语作为，用神迹奇事的能力，并圣灵的能力，使外邦人顺服；
罗马书15:19	　甚至我从耶路撒冷，直转到以利哩古，到处传了基督的福音。
罗马书15:20	　我立了志向，不在基督的名被称过的地方传福音，免得建造在别人的根基上。
罗马书15:21	　就如经上所记：未曾闻知他信息的，将要看见；未曾听过的，将要明白。
罗马书15:22	　我因多次被拦阻，总不得到你们那里去。
罗马书15:23	　但如今，在这里再没有可传的地方，而且这好几年，我切心想望到西班牙去的时候，可以到你们那里，
罗马书15:24	　盼望从你们那里经过，得见你们，先与你们彼此交往，心里稍微满足，然后蒙你们送行。
罗马书15:25	　但现在，我往耶路撒冷去供给圣徒。
罗马书15:26	　因为马其顿和亚该亚人乐意凑出捐项，给耶路撒冷圣徒中的穷人。
罗马书15:27	　这固然是他们乐意的，其实也算是所欠的债；因外邦人既然在他们属灵的好处上有分，就当把养身之物供给他们。
罗马书15:28	　等我办完了这事，把这善果向他们交付明白，我就要路过你们那里，往西班牙去。
罗马书15:29	　我也晓得，去的时候必带着基督丰盛的恩典而去。
罗马书15:30	　弟兄们，我借着我们主耶稣基督，又借着圣灵的爱，劝你们与我一同竭力，为我祈求神，
罗马书15:31	　叫我脱离在犹太不顺从的人，也叫我为耶路撒冷所办的捐项可蒙圣徒悦纳，
罗马书15:32	　并叫我顺着神的旨意，欢欢喜喜地到你们那里，与你们同得安息。
罗马书15:33	　愿赐平安的神常和你们众人同在。阿们！
罗马书16:1	　我对你们举荐我们的姊妹菲比；她是坚革哩教会中的女执事。
罗马书16:2	　请你们为主接待她，合乎圣徒的体统。她在何事上要你们帮助，你们就帮助她；因她素来帮助许多人，也帮助了我。
罗马书16:3	　问百基拉和亚居拉安。他们在基督耶稣里与我同工，
罗马书16:4	　也为我的命将自己的颈项置之度外。不但我感谢他们，就是外邦的众教会也感谢他们。
罗马书16:5	　又问在他们家中的教会安。问我所亲爱的以拜尼土安；他在亚细亚是归基督的初结果子。
罗马书16:6	　又问马利亚安；她为你们多受劳苦。
罗马书16:7	　又问我亲属与我一同坐监的安多尼古和犹尼亚安；他们在使徒中是有名望的，也是比我先在基督里。
罗马书16:8	　又问我在主里面所亲爱的暗伯利安。
罗马书16:9	　又问在基督里与我们同工的耳巴奴，并我所亲爱的士大古安。
罗马书16:10	　又问在基督里经过试验的亚比利安。问亚利多布家里的人安。
罗马书16:11	　又问我亲属希罗天安。问拿其数家在主里的人安。
罗马书16:12	　又问为主劳苦的土非拿氏和土富撒氏安。问可亲爱、为主多受劳苦的彼息氏安。
罗马书16:13	　又问在主蒙拣选的鲁孚和他母亲安；他的母亲就是我的母亲。
罗马书16:14	　又问亚逊其土、弗勒干、黑米、八罗巴、黑马，并与他们在一处的弟兄们安。
罗马书16:15	　又问非罗罗古和犹利亚，尼利亚和他姊妹，同阿林巴并与他们在一处的众圣徒安。
罗马书16:16	　你们亲嘴问安，彼此务要圣洁。基督的众教会都问你们安。
罗马书16:17	　弟兄们，那些离间你们、叫你们跌倒、背乎所学之道的人，我劝你们要留意躲避他们。
罗马书16:18	　因为这样的人不服事我们的主基督，只服事自己的肚腹，用花言巧语诱惑那些老实人的心。
罗马书16:19	　你们的顺服已经传于众人，所以我为你们欢喜；但我愿意你们在善上聪明，在恶上愚拙。
罗马书16:20	　赐平安的神快要将撒但践踏在你们脚下。愿我主耶稣基督的恩常和你们同在！
罗马书16:21	　与我同工的提摩太，和我的亲属路求、耶孙、所西巴德，问你们安。
罗马书16:22	　我这代笔写信的德丢，在主里面问你们安。
罗马书16:23	　那接待我，也接待全教会的该犹问你们安。
罗马书16:24	　城内管银库的以拉都和兄弟括土问你们安。
罗马书16:25	　唯有神能照我所传的福音和所讲的耶稣基督，并照永古隐藏不言的奥秘，坚固你们的心。
罗马书16:26	　这奥秘如今显明出来，而且按着永生神的命，借众先知的书指示万国的民，使他们信服真道。
罗马书16:27	　愿荣耀，因耶稣基督，归与独一全智的神，直到永远。阿们！
哥林多前书1:1	　奉神旨意，蒙召作耶稣基督使徒的保罗，同兄弟所提尼，
哥林多前书1:2	　写信给在哥林多神的教会，就是在基督耶稣里成圣、蒙召作圣徒的，以及所有在各处求告我主耶稣基督之名的人。基督是他们的主，也是我们的主。
哥林多前书1:3	　愿恩惠、平安从神我们的父并主耶稣基督归与你们。
哥林多前书1:4	　我常为你们感谢我的神，因神在基督耶稣里所赐给你们的恩惠；
哥林多前书1:5	　又因你们在他里面凡事富足，口才、知识都全备，
哥林多前书1:6	　正如我为基督作的见证，在你们心里得以坚固，
哥林多前书1:7	　以致你们在恩赐上没有一样不及人的，等候我们的主耶稣基督显现。
哥林多前书1:8	　他也必坚固你们到底，叫你们在我们主耶稣基督的日子无可责备。
哥林多前书1:9	　神是信实的，你们原是被他所召，好与他儿子，我们的主耶稣基督，一同得分。
哥林多前书1:10	　弟兄们，我借我们主耶稣基督的名劝你们都说一样的话。你们中间也不可分党，只要一心一意，彼此相合。
哥林多前书1:11	　因为革来氏家里的人曾对我提起弟兄们来，说你们中间有纷争。
哥林多前书1:12	　我的意思就是你们各人说：我是属保罗的；我是属亚波罗的；我是属矶法的；我是属基督的。
哥林多前书1:13	　基督是分开的吗？保罗为你们钉了十字架吗？你们是奉保罗的名受了洗吗？
哥林多前书1:14	　我感谢神，除了基利司布并该犹以外，我没有给你们一个人施洗，
哥林多前书1:15	　免得有人说，你们是奉我的名受洗。
哥林多前书1:16	　我也给司提法那家施过洗；此外给别人施洗没有，我却记不清。
哥林多前书1:17	　基督差遣我，原不是为施洗，乃是为传福音，并不用智慧的言语，免得基督的十字架落了空。
哥林多前书1:18	　因为十字架的道理，在那灭亡的人为愚拙；在我们得救的人却为神的大能。
哥林多前书1:19	　就如经上所记：我要灭绝智慧人的智慧，废弃聪明人的聪明。
哥林多前书1:20	　智慧人在哪里？文士在哪里？这世上的辩士在哪里？神岂不是叫这世上的智慧变成愚拙吗？
哥林多前书1:21	　世人凭自己的智慧，既不认识神，神就乐意用人所当作愚拙的道理拯救那些信的人；这就是神的智慧了。
哥林多前书1:22	　犹太人是要神迹，希腊人是求智慧，
哥林多前书1:23	　我们却是传钉十字架的基督，在犹太人为绊脚石，在外邦人为愚拙；
哥林多前书1:24	　但在那蒙召的，无论是犹太人、希腊人，基督总为神的能力，神的智慧。
哥林多前书1:25	　因神的愚拙总比人智慧，神的软弱总比人强壮。
哥林多前书1:26	　弟兄们哪，可见你们蒙召的，按着肉体有智慧的不多，有能力的不多，有尊贵的也不多。
哥林多前书1:27	　神却拣选了世上愚拙的，叫有智慧的羞愧；又拣选了世上软弱的，叫那强壮的羞愧。
哥林多前书1:28	　神也拣选了世上卑贱的、被人厌恶的，以及那无有的，为要废掉那有的，
哥林多前书1:29	　使一切有血气的，在神面前一个也不能自夸。
哥林多前书1:30	　但你们得在基督耶稣里是本乎神，神又使他成为我们的智慧、公义、圣洁、救赎。
哥林多前书1:31	　如经上所记：夸口的，当指着主夸口。
哥林多前书2:1	　弟兄们，从前我到你们那里去，并没有用高言大智对你们宣传神的奥秘。
哥林多前书2:2	　因为我曾定了主意，在你们中间不知道别的，只知道耶稣基督并他钉十字架。
哥林多前书2:3	　我在你们那里，又软弱，又惧怕，又甚战兢。
哥林多前书2:4	　我说的话、讲的道，不是用智慧委婉的言语，乃是用圣灵和大能的明证，
哥林多前书2:5	　叫你们的信不在乎人的智慧，只在乎神的大能。
哥林多前书2:6	　然而，在完全的人中，我们也讲智慧；但不是这世上的智慧，也不是这世上有权有位、将要败亡之人的智慧。
哥林多前书2:7	　我们讲的，乃是从前所隐藏、神奥秘的智慧，就是神在万世以前预定使我们得荣耀的。
哥林多前书2:8	　这智慧世上有权有位的人没有一个知道的，他们若知道，就不把荣耀的主钉在十字架上了。
哥林多前书2:9	　如经上所记：神为爱他的人所预备的，是眼睛未曾看见，耳朵未曾听见，人心也未曾想到的。
哥林多前书2:10	　只有神借着圣灵向我们显明了；因为圣灵参透万事，就是神深奥的事也参透了。
哥林多前书2:11	　除了在人里头的灵，谁知道人的事？像这样，除了神的灵，也没有人知道神的事。
哥林多前书2:12	　我们所领受的，并不是世上的灵，乃是从神来的灵，叫我们能知道神开恩赐给我们的事。
哥林多前书2:13	　并且我们讲说这些事，不是用人智慧所指教的言语，乃是用圣灵所指教的言语，将属灵的话解释属灵的事。
哥林多前书2:14	　然而，属血气的人不领会神圣灵的事，反倒以为愚拙，并且不能知道，因为这些事唯有属灵的人才能看透。
哥林多前书2:15	　属灵的人能看透万事，却没有一人能看透了他。
哥林多前书2:16	　谁曾知道主的心去教导他呢？但我们是有基督的心了。
哥林多前书3:1	　弟兄们，我从前对你们说话，不能把你们当作属灵的，只得把你们当作属肉体，在基督里为婴孩的。
哥林多前书3:2	　我是用奶喂你们，没有用饭喂你们。那时你们不能吃，就是如今还是不能。
哥林多前书3:3	　你们仍是属肉体的，因为在你们中间有嫉妒、纷争，这岂不是属乎肉体、照着世人的样子行吗？
哥林多前书3:4	　有说：我是属保罗的；有说：我是属亚波罗的。这岂不是你们和世人一样吗？
哥林多前书3:5	　亚波罗算什么？保罗算什么？无非是执事，照主所赐给他们各人的，引导你们相信。
哥林多前书3:6	　我栽种了，亚波罗浇灌了，唯有神叫它生长。
哥林多前书3:7	　可见栽种的算不得什么，浇灌的也算不得什么；只在那叫它生长的神。
哥林多前书3:8	　栽种的和浇灌的都是一样，但将来各人要照自己的工夫得自己的赏赐。
哥林多前书3:9	　因为我们是与神同工的；你们是神所耕种的田地、所建造的房屋。
哥林多前书3:10	　我照神所给我的恩，好像一个聪明的工头，立好了根基，有别人在上面建造；只是各人要谨慎怎样在上面建造。
哥林多前书3:11	　因为那已经立好的根基就是耶稣基督，此外没有人能立别的根基。
哥林多前书3:12	　若有人用金、银、宝石、草木、禾秸在这根基上建造，
哥林多前书3:13	　各人的工程必然显露，因为那日子要将它表明出来，有火要将它显明；这火要试验各人的工程怎样。
哥林多前书3:14	　人在那根基上所建造的工程若存得住，他就要得赏赐。
哥林多前书3:15	　人的工程若被烧了，他就要受亏损，自己却要得救；虽然得救，乃像从火里经过的一样。
哥林多前书3:16	　岂不知你们是神的殿，神的灵住在你们里头吗？
哥林多前书3:17	　若有人毁坏神的殿，神必要毁坏那人；因为神的殿是圣的，这殿就是你们。
哥林多前书3:18	　人不可自欺。你们中间若有人在这世界自以为有智慧，倒不如变作愚拙，好成为有智慧的。
哥林多前书3:19	　因这世界的智慧，在神看是愚拙。如经上记着说：主叫有智慧的中了自己的诡计。
哥林多前书3:20	　又说：主知道智慧人的意念是虚妄的。
哥林多前书3:21	　所以，无论谁都不可拿人夸口，因为万有全是你们的。
哥林多前书3:22	　或保罗，或亚波罗，或矶法，或世界，或生，或死，或现今的事，或将来的事，全是你们的；
哥林多前书3:23	　并且你们是属基督的，基督又是属神的。
哥林多前书4:1	　人应当以我们为基督的执事，为神奥秘事的管家。
哥林多前书4:2	　所求于管家的，是要他有忠心。
哥林多前书4:3	　我被你们论断，或被别人论断，我都以为极小的事；连我自己也不论断自己。
哥林多前书4:4	　我虽不觉得自己有错，却也不能因此得以称义；但判断我的乃是主。
哥林多前书4:5	　所以，时候未到，什么都不要论断，只等主来，他要照出暗中的隐情，显明人心的意念。那时，各人要从神那里得著称赞。
哥林多前书4:6	　弟兄们，我为你们的缘故，拿这些事转比自己和亚波罗，叫你们效法我们不可过于经文所记，免得你们自高自大，贵重这个，轻看那个。
哥林多前书4:7	　使你与人不同的是谁呢？你有什么不是领受的呢？若是领受的，为何自夸，仿佛不是领受的呢？
哥林多前书4:8	　你们已经饱足了，已经丰富了，不用我们，自己就作王了！我愿意你们果真作王，叫我们也得与你们一同作王。
哥林多前书4:9	　我想神把我们使徒明明列在末后，好像定死罪的囚犯；因为我们成了一台戏，给世人和天使观看。
哥林多前书4:10	　我们为基督的缘故算是愚拙的，你们在基督里倒是聪明的；我们软弱，你们倒强壮；你们有荣耀，我们倒被藐视。
哥林多前书4:11	　直到如今，我们还是又饥，又渴，又赤身露体，又挨打，又没有一定的住处，
哥林多前书4:12	　并且劳苦，亲手做工。被人咒骂，我们就祝福；被人逼迫，我们就忍受；
哥林多前书4:13	　被人毁谤，我们就善劝。直到如今，人还把我们看作世界上的污秽，万物中的渣滓。
哥林多前书4:14	　我写这话，不是叫你们羞愧，乃是警戒你们，好像我所亲爱的儿女一样。
哥林多前书4:15	　你们学基督的，师傅虽有一万，为父的却是不多，因我在基督耶稣里用福音生了你们。
哥林多前书4:16	　所以，我求你们效法我。
